OrderLineID,OrderID,LineNumber,ProductID,Quantity,UnitPrice,DiscountAmount,TaxAmount,LineTotal
ORD2013-02,ORD2013,2,MMI049,6,35.0,0.0,21.0,231.0
ORD2013-03,ORD2013,3,MMI007,1,2399.0,119.95,227.91,2506.96
ORD2013-04,ORD2013,4,MMI032,1,429.0,21.45,40.76,448.31
ORD2014-01,ORD2014,1,MMI045,1,49.0,7.35,4.17,45.82
ORD2014-02,ORD2014,2,MMI023,1,2999.0,0.0,299.9,3298.9
ORD2014-03,ORD2014,3,MMI057,1,3299.0,494.85,280.42,3084.57
ORD2014-04,ORD2014,4,MMI016,1,649.0,32.45,61.66,678.21
ORD2015-01,ORD2015,1,MMI054,2,1299.0,0.0,259.8,2857.8
ORD2015-02,ORD2015,2,MMI045,2,49.0,0.0,9.8,107.8
ORD2015-03,ORD2015,3,MMI041,1,449.0,89.8,35.92,395.12
ORD2016-01,ORD2016,1,MMI026,1,2799.0,139.95,265.91,2924.96
ORD2016-02,ORD2016,2,MMI024,2,1499.0,299.8,269.82,2968.02
ORD2016-03,ORD2016,3,MMI035,1,449.0,22.45,42.66,469.21
ORD2017-01,ORD2017,1,MMI039,1,999.0,0.0,99.9,1098.9
ORD2017-02,ORD2017,2,MMI042,1,1199.0,179.85,101.92,1121.07
ORD2017-03,ORD2017,3,MMI032,1,429.0,21.45,40.76,448.31
ORD2018-01,ORD2018,1,MMI035,1,449.0,22.45,42.66,469.21
ORD2018-02,ORD2018,2,MMI014,1,649.0,0.0,64.9,713.9
ORD2019-01,ORD2019,1,MMI001,1,1299.0,64.95,123.41,1357.46
ORD2019-02,ORD2019,2,MMI055,1,1599.0,79.95,151.91,1670.96
ORD2019-03,ORD2019,3,MMI022,1,1199.0,119.9,107.91,1187.01
ORD2020-01,ORD2020,1,MMI011,1,1399.0,0.0,139.9,1538.9
ORD2020-02,ORD2020,2,MMI026,2,2799.0,559.8,503.82,5542.02
ORD2020-03,ORD2020,3,MMI006,1,949.0,0.0,94.9,1043.9
ORD2020-04,ORD2020,4,MMI037,2,749.0,224.7,127.33,1400.63
ORD2021-01,ORD2021,1,MMI001,1,1299.0,64.95,123.41,1357.46
ORD2021-02,ORD2021,2,MMI055,1,1599.0,0.0,159.9,1758.9
ORD2021-03,ORD2021,3,MMI030,1,169.0,8.45,16.06,176.61
ORD2021-04,ORD2021,4,MMI028,1,1399.0,139.9,125.91,1385.01
ORD2022-01,ORD2022,1,MMI030,1,169.0,0.0,16.9,185.9
ORD2022-02,ORD2022,2,MMI035,2,449.0,89.8,80.82,889.02
ORD2022-03,ORD2022,3,MMI059,1,999.0,99.9,89.91,989.01
ORD2022-04,ORD2022,4,MMI026,2,2799.0,0.0,559.8,6157.8
ORD2022-05,ORD2022,5,MMI015,2,799.0,79.9,151.81,1669.91
ORD2023-01,ORD2023,1,MMI010,2,749.0,0.0,149.8,1647.8
ORD2023-02,ORD2023,2,MMI024,1,1499.0,0.0,149.9,1648.9
ORD2024-01,ORD2024,1,MMI043,1,39.0,1.95,3.71,40.76
ORD2024-02,ORD2024,2,MMI005,1,499.0,0.0,49.9,548.9
ORD2024-03,ORD2024,3,MMI038,1,1799.0,0.0,179.9,1978.9
ORD2024-04,ORD2024,4,MMI004,2,1599.0,479.7,271.83,2990.13
ORD2025-01,ORD2025,1,MMI001,1,1299.0,129.9,116.91,1286.01
ORD2025-02,ORD2025,2,MMI050,2,499.0,0.0,99.8,1097.8
ORD2025-03,ORD2025,3,MMI053,1,129.0,0.0,12.9,141.9
ORD2026-01,ORD2026,1,MMI057,1,3299.0,164.95,313.41,3447.46
ORD2026-02,ORD2026,2,MMI017,1,999.0,49.95,94.91,1043.96
ORD2027-01,ORD2027,1,MMI042,1,1199.0,0.0,119.9,1318.9
ORD2027-02,ORD2027,2,MMI041,1,449.0,0.0,44.9,493.9
ORD2027-03,ORD2027,3,MMI007,1,2399.0,119.95,227.91,2506.96
ORD2028-01,ORD2028,1,MMI006,1,949.0,0.0,94.9,1043.9
ORD2028-02,ORD2028,2,MMI058,2,6999.0,2799.6,1119.84,12318.24
ORD2028-03,ORD2028,3,MMI013,2,3999.0,0.0,799.8,8797.8
ORD2029-01,ORD2029,1,MMI048,1,89.0,0.0,8.9,97.9
ORD2029-02,ORD2029,2,MMI035,1,449.0,0.0,44.9,493.9
ORD2030-01,ORD2030,1,MMI030,1,169.0,0.0,16.9,185.9
ORD2030-02,ORD2030,2,MMI024,1,1499.0,0.0,149.9,1648.9
ORD2030-03,ORD2030,3,MMI005,1,499.0,49.9,44.91,494.01
ORD2030-04,ORD2030,4,MMI058,1,6999.0,0.0,699.9,7698.9
ORD2030-05,ORD2030,5,MMI057,1,3299.0,494.85,280.42,3084.57
ORD2031-01,ORD2031,1,MMI012,1,1299.0,0.0,129.9,1428.9
ORD2031-02,ORD2031,2,MMI041,1,449.0,0.0,44.9,493.9
ORD2032-01,ORD2032,1,MMI011,1,1399.0,0.0,139.9,1538.9
ORD2032-02,ORD2032,2,MMI009,2,799.0,159.8,143.82,1582.02
ORD2033-01,ORD2033,1,MMI008,1,1199.0,0.0,119.9,1318.9
ORD2033-02,ORD2033,2,MMI043,2,39.0,3.9,7.41,81.51
ORD2033-03,ORD2033,3,MMI051,1,22.0,2.2,1.98,21.78
ORD2033-04,ORD2033,4,MMI039,2,999.0,0.0,199.8,2197.8
ORD2033-05,ORD2033,5,MMI032,2,429.0,85.8,77.22,849.42
ORD2034-01,ORD2034,1,MMI043,4,39.0,15.6,14.04,154.44
ORD2034-02,ORD2034,2,MMI030,1,169.0,8.45,16.06,176.61
ORD2035-01,ORD2035,1,MMI053,5,129.0,0.0,64.5,709.5
ORD2035-02,ORD2035,2,MMI024,2,1499.0,0.0,299.8,3297.8
ORD2035-03,ORD2035,3,MMI055,1,1599.0,79.95,151.91,1670.96
ORD2035-04,ORD2035,4,MMI029,2,399.0,39.9,75.81,833.91
ORD2036-01,ORD2036,1,MMI041,1,449.0,44.9,40.41,444.51
ORD2036-02,ORD2036,2,MMI030,1,169.0,0.0,16.9,185.9
ORD2036-03,ORD2036,3,MMI054,1,1299.0,0.0,129.9,1428.9
ORD2036-04,ORD2036,4,MMI025,1,1399.0,209.85,118.92,1308.07
ORD2036-05,ORD2036,5,MMI048,3,89.0,13.35,25.37,279.02
ORD2037-01,ORD2037,1,MMI004,2,1599.0,159.9,303.81,3341.91
ORD2037-02,ORD2037,2,MMI019,2,1399.0,0.0,279.8,3077.8
ORD2037-03,ORD2037,3,MMI054,1,1299.0,0.0,129.9,1428.9
ORD2037-04,ORD2037,4,MMI059,1,999.0,49.95,94.91,1043.96
ORD2038-01,ORD2038,1,MMI044,1,59.0,0.0,5.9,64.9
ORD2038-02,ORD2038,2,MMI052,4,29.0,0.0,11.6,127.6
ORD2038-03,ORD2038,3,MMI056,1,1699.0,84.95,161.41,1775.46
ORD2038-04,ORD2038,4,MMI048,3,89.0,0.0,26.7,293.7
ORD2039-01,ORD2039,1,MMI035,1,449.0,0.0,44.9,493.9
ORD2039-02,ORD2039,2,MMI037,1,749.0,112.35,63.66,700.31
ORD2040-01,ORD2040,1,MMI023,2,2999.0,0.0,599.8,6597.8
ORD2040-02,ORD2040,2,MMI029,1,399.0,0.0,39.9,438.9
ORD2040-03,ORD2040,3,MMI015,1,799.0,159.8,63.92,703.12
ORD2041-01,ORD2041,1,MMI018,2,1199.0,239.8,215.82,2374.02
ORD2041-02,ORD2041,2,MMI013,1,3999.0,0.0,399.9,4398.9
ORD2042-01,ORD2042,1,MMI036,1,279.0,27.9,25.11,276.21
ORD2042-02,ORD2042,2,MMI038,1,1799.0,0.0,179.9,1978.9
ORD2042-03,ORD2042,3,MMI056,1,1699.0,84.95,161.41,1775.46
ORD2043-01,ORD2043,1,MMI014,2,649.0,64.9,123.31,1356.41
ORD2043-02,ORD2043,2,MMI007,1,2399.0,119.95,227.91,2506.96
ORD2043-03,ORD2043,3,MMI051,2,22.0,2.2,4.18,45.98
ORD2043-04,ORD2043,4,MMI054,1,1299.0,129.9,116.91,1286.01
ORD2043-05,ORD2043,5,MMI053,5,129.0,0.0,64.5,709.5
ORD2044-01,ORD2044,1,MMI032,2,429.0,85.8,77.22,849.42
ORD2044-02,ORD2044,2,MMI059,1,999.0,149.85,84.92,934.07
ORD2045-01,ORD2045,1,MMI006,1,949.0,0.0,94.9,1043.9
ORD2045-02,ORD2045,2,MMI007,2,2399.0,239.9,455.81,5013.91
ORD2046-01,ORD2046,1,MMI049,5,35.0,8.75,16.62,182.87
ORD2046-02,ORD2046,2,MMI005,1,499.0,0.0,49.9,548.9
ORD2046-03,ORD2046,3,MMI041,2,449.0,0.0,89.8,987.8
ORD2046-04,ORD2046,4,MMI009,1,799.0,39.95,75.91,834.96
ORD2046-05,ORD2046,5,MMI015,1,799.0,0.0,79.9,878.9
ORD2047-01,ORD2047,1,MMI053,3,129.0,0.0,38.7,425.7
ORD2047-02,ORD2047,2,MMI006,1,949.0,142.35,80.67,887.32
ORD2047-03,ORD2047,3,MMI014,1,649.0,64.9,58.41,642.51
ORD2047-04,ORD2047,4,MMI038,1,1799.0,0.0,179.9,1978.9
ORD2048-01,ORD2048,1,MMI006,1,949.0,0.0,94.9,1043.9
ORD2048-02,ORD2048,2,MMI022,1,1199.0,119.9,107.91,1187.01
ORD2048-03,ORD2048,3,MMI055,1,1599.0,0.0,159.9,1758.9
ORD2048-04,ORD2048,4,MMI010,2,749.0,0.0,149.8,1647.8
ORD2049-01,ORD2049,1,MMI021,1,399.0,19.95,37.91,416.96
ORD2049-02,ORD2049,2,MMI058,1,6999.0,699.9,629.91,6929.01
ORD2049-03,ORD2049,3,MMI014,1,649.0,0.0,64.9,713.9
ORD2049-04,ORD2049,4,MMI008,1,1199.0,239.8,95.92,1055.12
ORD2049-05,ORD2049,5,MMI012,1,1299.0,129.9,116.91,1286.01
ORD2050-01,ORD2050,1,MMI058,1,6999.0,0.0,699.9,7698.9
ORD2050-02,ORD2050,2,MMI025,1,1399.0,0.0,139.9,1538.9
ORD2051-01,ORD2051,1,MMI045,2,49.0,0.0,9.8,107.8
ORD2051-02,ORD2051,2,MMI054,1,1299.0,64.95,123.41,1357.46
ORD2051-03,ORD2051,3,MMI044,4,59.0,0.0,23.6,259.6
ORD2051-04,ORD2051,4,MMI048,1,89.0,8.9,8.01,88.11
ORD2052-01,ORD2052,1,MMI046,1,169.0,8.45,16.06,176.61
ORD2052-02,ORD2052,2,MMI059,1,999.0,0.0,99.9,1098.9
ORD2053-01,ORD2053,1,MMI020,1,1169.0,0.0,116.9,1285.9
ORD2053-02,ORD2053,2,MMI002,1,1199.0,119.9,107.91,1187.01
ORD2054-01,ORD2054,1,MMI055,1,1599.0,79.95,151.91,1670.96
ORD2054-02,ORD2054,2,MMI029,1,399.0,59.85,33.91,373.06
ORD2054-03,ORD2054,3,MMI046,2,169.0,16.9,32.11,353.21
ORD2054-04,ORD2054,4,MMI020,2,1169.0,0.0,233.8,2571.8
ORD2055-01,ORD2055,1,MMI044,3,59.0,17.7,15.93,175.23
ORD2055-02,ORD2055,2,MMI018,1,1199.0,59.95,113.91,1252.96
ORD2055-03,ORD2055,3,MMI048,3,89.0,26.7,24.03,264.33
ORD2055-04,ORD2055,4,MMI035,2,449.0,0.0,89.8,987.8
ORD2055-05,ORD2055,5,MMI053,2,129.0,51.6,20.64,227.04
ORD2056-01,ORD2056,1,MMI036,1,279.0,0.0,27.9,306.9
ORD2056-02,ORD2056,2,MMI017,1,999.0,149.85,84.92,934.07
ORD2056-03,ORD2056,3,MMI045,1,49.0,0.0,4.9,53.9
ORD2056-04,ORD2056,4,MMI040,1,599.0,0.0,59.9,658.9
ORD2056-05,ORD2056,5,MMI007,2,2399.0,239.9,455.81,5013.91
ORD2057-01,ORD2057,1,MMI031,1,799.0,79.9,71.91,791.01
ORD2057-02,ORD2057,2,MMI014,2,649.0,194.7,110.33,1213.63
ORD2057-03,ORD2057,3,MMI018,1,1199.0,0.0,119.9,1318.9
ORD2058-01,ORD2058,1,MMI025,1,1399.0,209.85,118.92,1308.07
ORD2058-02,ORD2058,2,MMI038,1,1799.0,0.0,179.9,1978.9
ORD2059-01,ORD2059,1,MMI017,1,999.0,0.0,99.9,1098.9
ORD2059-02,ORD2059,2,MMI002,2,1199.0,119.9,227.81,2505.91
ORD2059-03,ORD2059,3,MMI055,2,1599.0,0.0,319.8,3517.8
ORD2059-04,ORD2059,4,MMI047,2,119.0,11.9,22.61,248.71
ORD2059-05,ORD2059,5,MMI035,1,449.0,22.45,42.66,469.21
ORD2060-01,ORD2060,1,MMI035,1,449.0,67.35,38.16,419.81
ORD2060-02,ORD2060,2,MMI059,1,999.0,0.0,99.9,1098.9
ORD2061-01,ORD2061,1,MMI051,1,22.0,0.0,2.2,24.2
ORD2061-02,ORD2061,2,MMI033,1,299.0,0.0,29.9,328.9
ORD2061-03,ORD2061,3,MMI050,6,499.0,0.0,299.4,3293.4
ORD2062-01,ORD2062,1,MMI040,1,599.0,0.0,59.9,658.9
ORD2062-02,ORD2062,2,MMI008,2,1199.0,119.9,227.81,2505.91
ORD2062-03,ORD2062,3,MMI042,2,1199.0,0.0,239.8,2637.8
ORD2063-01,ORD2063,1,MMI022,1,1199.0,59.95,113.91,1252.96
ORD2063-02,ORD2063,2,MMI012,1,1299.0,194.85,110.42,1214.57
ORD2063-03,ORD2063,3,MMI039,2,999.0,199.8,179.82,1978.02
ORD2064-01,ORD2064,1,MMI048,5,89.0,44.5,40.05,440.55
ORD2064-02,ORD2064,2,MMI020,1,1169.0,0.0,116.9,1285.9
ORD2064-03,ORD2064,3,MMI054,1,1299.0,0.0,129.9,1428.9
ORD2064-04,ORD2064,4,MMI016,1,649.0,0.0,64.9,713.9
ORD2064-05,ORD2064,5,MMI012,1,1299.0,0.0,129.9,1428.9
ORD2065-01,ORD2065,1,MMI034,2,1699.0,0.0,339.8,3737.8
ORD2065-02,ORD2065,2,MMI004,1,1599.0,0.0,159.9,1758.9
ORD2065-03,ORD2065,3,MMI031,1,799.0,0.0,79.9,878.9
ORD2066-01,ORD2066,1,MMI050,4,499.0,0.0,199.6,2195.6
ORD2066-02,ORD2066,2,MMI006,2,949.0,0.0,189.8,2087.8
ORD2066-03,ORD2066,3,MMI012,1,1299.0,0.0,129.9,1428.9
ORD2066-04,ORD2066,4,MMI018,1,1199.0,0.0,119.9,1318.9
ORD2067-01,ORD2067,1,MMI047,5,119.0,0.0,59.5,654.5
ORD2067-02,ORD2067,2,MMI005,1,499.0,24.95,47.41,521.46
ORD2067-03,ORD2067,3,MMI031,1,799.0,39.95,75.91,834.96
ORD2068-01,ORD2068,1,MMI053,3,129.0,77.4,30.96,340.56
ORD2068-02,ORD2068,2,MMI038,2,1799.0,359.8,323.82,3562.02
ORD2068-03,ORD2068,3,MMI059,1,999.0,0.0,99.9,1098.9
ORD2068-04,ORD2068,4,MMI056,1,1699.0,0.0,169.9,1868.9
ORD2068-05,ORD2068,5,MMI052,2,29.0,0.0,5.8,63.8
ORD2069-01,ORD2069,1,MMI035,1,449.0,0.0,44.9,493.9
ORD2069-02,ORD2069,2,MMI023,1,2999.0,0.0,299.9,3298.9
ORD2069-03,ORD2069,3,MMI009,1,799.0,39.95,75.91,834.96
ORD2069-04,ORD2069,4,MMI024,1,1499.0,0.0,149.9,1648.9
ORD2070-01,ORD2070,1,MMI045,6,49.0,0.0,29.4,323.4
ORD2070-02,ORD2070,2,MMI026,1,2799.0,0.0,279.9,3078.9
ORD2070-03,ORD2070,3,MMI016,1,649.0,32.45,61.66,678.21
ORD2070-04,ORD2070,4,MMI031,1,799.0,119.85,67.92,747.07
ORD2070-05,ORD2070,5,MMI013,1,3999.0,199.95,379.91,4178.96
ORD2071-01,ORD2071,1,MMI034,2,1699.0,509.7,288.83,3177.13
ORD2071-02,ORD2071,2,MMI001,1,1299.0,0.0,129.9,1428.9
ORD2071-03,ORD2071,3,MMI003,2,2799.0,0.0,559.8,6157.8
ORD2071-04,ORD2071,4,MMI055,1,1599.0,0.0,159.9,1758.9
ORD2072-01,ORD2072,1,MMI006,1,949.0,47.45,90.16,991.71
ORD2072-02,ORD2072,2,MMI014,1,649.0,32.45,61.66,678.21
ORD2072-03,ORD2072,3,MMI040,1,599.0,59.9,53.91,593.01
ORD2073-01,ORD2073,1,MMI024,1,1499.0,0.0,149.9,1648.9
ORD2073-02,ORD2073,2,MMI052,2,29.0,0.0,5.8,63.8
ORD2073-03,ORD2073,3,MMI020,1,1169.0,58.45,111.06,1221.61
ORD2073-04,ORD2073,4,MMI001,1,1299.0,0.0,129.9,1428.9
ORD2074-01,ORD2074,1,MMI005,1,499.0,0.0,49.9,548.9
ORD2074-02,ORD2074,2,MMI038,1,1799.0,89.95,170.91,1879.96
ORD2074-03,ORD2074,3,MMI007,1,2399.0,119.95,227.91,2506.96
ORD2075-01,ORD2075,1,MMI007,1,2399.0,0.0,239.9,2638.9
ORD2075-02,ORD2075,2,MMI046,2,169.0,0.0,33.8,371.8
ORD2076-01,ORD2076,1,MMI039,1,999.0,149.85,84.92,934.07
ORD2076-02,ORD2076,2,MMI007,2,2399.0,239.9,455.81,5013.91
ORD2076-03,ORD2076,3,MMI013,1,3999.0,399.9,359.91,3959.01
ORD2077-01,ORD2077,1,MMI004,1,1599.0,159.9,143.91,1583.01
ORD2077-02,ORD2077,2,MMI032,1,429.0,64.35,36.46,401.11
ORD2077-03,ORD2077,3,MMI034,1,1699.0,0.0,169.9,1868.9
ORD2077-04,ORD2077,4,MMI059,1,999.0,49.95,94.91,1043.96
ORD2077-05,ORD2077,5,MMI025,2,1399.0,279.8,251.82,2770.02
ORD2078-01,ORD2078,1,MMI009,1,799.0,79.9,71.91,791.01
ORD2078-02,ORD2078,2,MMI029,2,399.0,119.7,67.83,746.13
ORD2078-03,ORD2078,3,MMI021,1,399.0,19.95,37.91,416.96
ORD2078-04,ORD2078,4,MMI038,1,1799.0,179.9,161.91,1781.01
ORD2079-01,ORD2079,1,MMI027,2,799.0,0.0,159.8,1757.8
ORD2079-02,ORD2079,2,MMI047,3,119.0,53.55,30.34,333.79
ORD2079-03,ORD2079,3,MMI012,2,1299.0,0.0,259.8,2857.8
ORD2080-01,ORD2080,1,MMI029,1,399.0,0.0,39.9,438.9
ORD2080-02,ORD2080,2,MMI040,1,599.0,0.0,59.9,658.9
ORD2080-03,ORD2080,3,MMI001,1,1299.0,0.0,129.9,1428.9
ORD2080-04,ORD2080,4,MMI005,1,499.0,0.0,49.9,548.9
ORD2080-05,ORD2080,5,MMI050,3,499.0,0.0,149.7,1646.7
ORD2081-01,ORD2081,1,MMI035,1,449.0,0.0,44.9,493.9
ORD2081-02,ORD2081,2,MMI033,1,299.0,59.8,23.92,263.12
ORD2081-03,ORD2081,3,MMI014,1,649.0,0.0,64.9,713.9
ORD2082-01,ORD2082,1,MMI027,1,799.0,0.0,79.9,878.9
ORD2082-02,ORD2082,2,MMI020,1,1169.0,0.0,116.9,1285.9
ORD2082-03,ORD2082,3,MMI005,1,499.0,74.85,42.41,466.56
ORD2082-04,ORD2082,4,MMI006,1,949.0,47.45,90.16,991.71
ORD2083-01,ORD2083,1,MMI003,1,2799.0,419.85,237.92,2617.07
ORD2083-02,ORD2083,2,MMI033,2,299.0,29.9,56.81,624.91
ORD2084-01,ORD2084,1,MMI056,3,1699.0,0.0,509.7,5606.7
ORD2084-02,ORD2084,2,MMI010,1,749.0,74.9,67.41,741.51
ORD2084-03,ORD2084,3,MMI028,3,1399.0,209.85,398.72,4385.87
ORD2085-01,ORD2085,1,MMI057,1,3299.0,0.0,329.9,3628.9
ORD2085-02,ORD2085,2,MMI045,2,49.0,4.9,9.31,102.41
ORD2085-03,ORD2085,3,MMI014,1,649.0,0.0,64.9,713.9
ORD2086-01,ORD2086,1,MMI045,5,49.0,36.75,20.83,229.08
ORD2086-02,ORD2086,2,MMI036,1,279.0,41.85,23.72,260.87
ORD2086-03,ORD2086,3,MMI029,1,399.0,0.0,39.9,438.9
ORD2086-04,ORD2086,4,MMI056,1,1699.0,84.95,161.41,1775.46
ORD2086-05,ORD2086,5,MMI044,2,59.0,0.0,11.8,129.8
ORD2087-01,ORD2087,1,MMI003,1,2799.0,139.95,265.91,2924.96
ORD2087-02,ORD2087,2,MMI039,2,999.0,99.9,189.81,2087.91
ORD2087-03,ORD2087,3,MMI046,3,169.0,50.7,45.63,501.93
ORD2087-04,ORD2087,4,MMI045,6,49.0,0.0,29.4,323.4
ORD2087-05,ORD2087,5,MMI058,3,6999.0,0.0,2099.7,23096.7
ORD2088-01,ORD2088,1,MMI008,1,1199.0,0.0,119.9,1318.9
ORD2088-02,ORD2088,2,MMI001,1,1299.0,0.0,129.9,1428.9
ORD2089-01,ORD2089,1,MMI033,1,299.0,0.0,29.9,328.9
ORD2089-02,ORD2089,2,MMI038,1,1799.0,179.9,161.91,1781.01
ORD2090-01,ORD2090,1,MMI047,4,119.0,0.0,47.6,523.6
ORD2090-02,ORD2090,2,MMI041,1,449.0,22.45,42.66,469.21
ORD2090-03,ORD2090,3,MMI036,1,279.0,0.0,27.9,306.9
ORD2090-04,ORD2090,4,MMI037,1,749.0,74.9,67.41,741.51
ORD2090-05,ORD2090,5,MMI049,6,35.0,0.0,21.0,231.0
ORD2091-01,ORD2091,1,MMI056,1,1699.0,0.0,169.9,1868.9
ORD2091-02,ORD2091,2,MMI039,1,999.0,0.0,99.9,1098.9
ORD2091-03,ORD2091,3,MMI004,1,1599.0,0.0,159.9,1758.9
ORD2091-04,ORD2091,4,MMI037,1,749.0,37.45,71.16,782.71
ORD2092-01,ORD2092,1,MMI002,1,1199.0,119.9,107.91,1187.01
ORD2092-02,ORD2092,2,MMI027,2,799.0,159.8,143.82,1582.02
ORD2093-01,ORD2093,1,MMI001,1,1299.0,129.9,116.91,1286.01
ORD2093-02,ORD2093,2,MMI049,6,35.0,0.0,21.0,231.0
ORD2093-03,ORD2093,3,MMI016,2,649.0,129.8,116.82,1285.02
ORD2094-01,ORD2094,1,MMI021,1,399.0,19.95,37.91,416.96
ORD2094-02,ORD2094,2,MMI022,1,1199.0,119.9,107.91,1187.01
ORD2094-03,ORD2094,3,MMI015,1,799.0,0.0,79.9,878.9
ORD2095-01,ORD2095,1,MMI016,1,649.0,0.0,64.9,713.9
ORD2095-02,ORD2095,2,MMI026,1,2799.0,279.9,251.91,2771.01
ORD2095-03,ORD2095,3,MMI030,1,169.0,0.0,16.9,185.9
ORD2095-04,ORD2095,4,MMI010,1,749.0,74.9,67.41,741.51
ORD2095-05,ORD2095,5,MMI022,2,1199.0,239.8,215.82,2374.02
ORD2096-01,ORD2096,1,MMI038,1,1799.0,0.0,179.9,1978.9
ORD2096-02,ORD2096,2,MMI003,1,2799.0,139.95,265.91,2924.96
ORD2097-01,ORD2097,1,MMI013,1,3999.0,0.0,399.9,4398.9
ORD2097-02,ORD2097,2,MMI045,4,49.0,0.0,19.6,215.6
ORD2097-03,ORD2097,3,MMI005,2,499.0,0.0,99.8,1097.8
ORD2098-01,ORD2098,1,MMI056,1,1699.0,169.9,152.91,1682.01
ORD2098-02,ORD2098,2,MMI050,3,499.0,74.85,142.22,1564.37
ORD2098-03,ORD2098,3,MMI008,1,1199.0,0.0,119.9,1318.9
ORD2098-04,ORD2098,4,MMI054,2,1299.0,129.9,246.81,2714.91
ORD2099-01,ORD2099,1,MMI025,1,1399.0,0.0,139.9,1538.9
ORD2099-02,ORD2099,2,MMI011,1,1399.0,0.0,139.9,1538.9
ORD2099-03,ORD2099,3,MMI008,1,1199.0,179.85,101.92,1121.07
ORD2100-01,ORD2100,1,MMI026,1,2799.0,279.9,251.91,2771.01
ORD2100-02,ORD2100,2,MMI046,2,169.0,33.8,30.42,334.62
ORD2100-03,ORD2100,3,MMI022,2,1199.0,119.9,227.81,2505.91
ORD2100-04,ORD2100,4,MMI006,1,949.0,94.9,85.41,939.51
ORD2100-05,ORD2100,5,MMI007,2,2399.0,0.0,479.8,5277.8
