CustomerID,OrderDate,PaymentMethod,OrderTotal
CUST131,2023-04-29 00:32:54,Credit Card,2627.88
CUST143,2023-12-01 08:05:46,Credit Card,7413.4
CUST170,2025-05-09 19:37:35,Credit Card,5040.6
CUST128,2023-05-08 20:38:20,Credit Card,5712.3
CUST190,2025-02-15 19:08:48,Debit Card,7692.3
CUST129,2024-02-15 18:23:24,Credit Card,4337.26
CUST104,2023-10-28 14:24:01,Apple Pay,12326.26
CUST109,2023-01-01 08:16:53,Debit Card,7717.68
CUST135,2025-07-15 09:02:42,PayPal,4845.5
CUST127,2023-03-23 12:07:29,Debit Card,2975.5
CUST192,2023-11-17 13:34:53,Google Pay,6117.1
CUST173,2024-11-02 07:25:58,Debit Card,13087.71
CUST131,2024-01-27 02:27:36,PayPal,6590.1
CUST152,2024-08-10 01:48:38,Credit Card,5918.17
CUST112,2025-06-28 22:06:24,PayPal,5320.12
CUST145,2023-05-24 15:32:17,Credit Card,3468.54
CUST159,2024-09-18 20:08:39,Apple Pay,12518.05
CUST106,2023-04-25 00:26:45,PayPal,1266.58
CUST182,2025-07-06 17:20:02,Credit Card,2439.03
CUST151,2024-07-20 22:49:02,PayPal,7720.39
CUST113,2024-03-08 09:05:06,Credit Card,6417.4
CUST124,2024-05-26 19:40:54,Debit Card,6582.67
CUST117,2025-01-10 09:05:13,Credit Card,6513.12
CUST135,2023-10-27 12:54:45,Debit Card,2294.6
CUST109,2024-07-03 11:22:42,Credit Card,5385.6
CUST170,2023-02-20 16:37:25,Credit Card,6595.6
CUST183,2023-07-19 00:51:59,Afterpay,1904.1
CUST101,2024-06-24 14:29:23,Afterpay,2980.4
CUST196,2023-06-17 20:02:28,Apple Pay,5491.2
CUST121,2024-06-14 15:57:39,Credit Card,5534.1
CUST161,2024-09-18 19:28:25,Credit Card,3635.5
CUST151,2024-05-06 11:40:37,Google Pay,4471.28
CUST121,2024-07-09 10:31:50,Credit Card,5929.19
CUST149,2024-03-01 09:12:59,Credit Card,545.59
CUST158,2023-10-24 20:31:14,Credit Card,6520.18
CUST189,2025-04-01 01:14:18,Afterpay,4417.0
CUST171,2023-05-05 16:50:40,PayPal,3669.6
CUST162,2023-09-28 23:18:35,Credit Card,5118.63
CUST137,2023-01-04 05:10:34,Credit Card,4449.5
CUST107,2024-12-28 14:52:54,Debit Card,2141.7
CUST169,2025-08-03 13:46:05,Credit Card,4866.9
CUST140,2024-01-14 18:47:30,Credit Card,10177.45
CUST174,2024-02-01 21:33:02,Debit Card,5293.07
CUST167,2024-05-23 20:20:03,Credit Card,1298.0
CUST165,2024-05-31 07:01:29,Credit Card,5845.52
CUST123,2023-06-20 19:05:39,Credit Card,9021.76
CUST108,2024-09-19 13:45:50,PayPal,117.7
CUST130,2025-07-03 00:55:04,Credit Card,3230.69
CUST172,2023-06-10 17:17:35,Credit Card,8113.69
CUST176,2024-07-13 23:41:31,Credit Card,7756.1
CUST110,2024-07-21 07:36:40,Credit Card,4430.8
CUST174,2025-06-25 22:16:41,Debit Card,4679.4
CUST140,2024-12-16 11:50:06,Google Pay,1723.18
CUST126,2023-11-06 20:57:49,PayPal,8882.72
CUST140,2024-04-30 07:39:06,Credit Card,4281.17
CUST150,2023-08-12 17:16:48,Credit Card,5869.6
CUST182,2023-11-29 02:15:13,Credit Card,2296.7
CUST140,2024-08-28 23:54:01,Google Pay,1847.26
CUST109,2024-10-16 16:26:34,Credit Card,5690.35
CUST179,2024-04-15 20:54:14,Afterpay,15741.95
CUST112,2024-07-07 19:27:33,Credit Card,6209.5
CUST127,2025-03-28 01:42:26,Debit Card,3958.54
CUST116,2024-08-16 15:29:04,Google Pay,3328.6
CUST108,2024-09-22 23:42:55,Apple Pay,2527.8
CUST147,2025-06-18 05:28:06,Credit Card,4758.6
CUST156,2024-07-07 14:25:46,Apple Pay,3895.1
CUST190,2025-06-13 20:51:13,Credit Card,13415.6
CUST183,2025-05-14 01:39:15,Debit Card,15955.5
CUST185,2024-08-22 00:13:39,Apple Pay,2141.7
CUST138,2023-03-22 00:35:28,Google Pay,21590.34
CUST113,2024-02-15 22:24:48,Google Pay,5496.7
CUST117,2025-08-07 00:53:40,Credit Card,3656.19
CUST113,2024-01-22 14:09:19,PayPal,5141.4
CUST119,2023-04-09 19:12:21,Credit Card,7819.05
CUST177,2024-12-17 19:00:13,Credit Card,2856.76
CUST143,2023-11-02 11:49:20,Credit Card,4204.67
CUST181,2025-03-16 02:20:14,Apple Pay,2121.88
CUST164,2023-05-05 07:33:49,Debit Card,4617.8
CUST106,2023-01-05 01:09:20,Credit Card,4507.8
CUST154,2023-01-17 04:19:15,Apple Pay,3560.7
CUST105,2025-02-25 10:05:40,Credit Card,6571.94
CUST198,2023-05-01 22:17:24,Credit Card,5976.15
CUST133,2023-01-26 11:58:07,Credit Card,6968.37
CUST156,2024-11-29 06:44:59,Debit Card,1314.46
CUST154,2024-04-14 22:36:58,Debit Card,3865.4
CUST114,2023-05-01 10:13:39,Credit Card,6704.68
CUST188,2023-03-13 02:14:13,Google Pay,1834.34
CUST169,2023-05-08 01:27:21,Credit Card,15602.91
CUST147,2023-03-06 05:50:16,Debit Card,2101.43
CUST118,2025-04-22 08:01:47,Credit Card,23399.2
CUST105,2024-12-19 18:26:27,Credit Card,2582.8
CUST105,2024-03-21 13:03:12,Google Pay,6617.94
CUST126,2025-05-16 13:51:16,PayPal,5244.01
CUST185,2024-01-16 19:35:37,Credit Card,11956.73
CUST199,2024-07-24 01:18:41,Debit Card,1350.8
CUST152,2023-04-17 12:57:33,Afterpay,7615.56
CUST195,2023-01-08 06:17:55,Credit Card,3626.47
CUST130,2023-05-08 15:45:13,Apple Pay,2248.4
CUST122,2023-08-27 15:44:16,Google Pay,10222.3
CUST103,2024-01-24 16:22:02,Credit Card,5090.61
CUST142,2023-01-23 20:18:35,PayPal,4836.54
CUST152,2023-10-07 22:25:20,Apple Pay,8355.6
CUST194,2023-06-16 18:48:18,Apple Pay,15479.92
CUST134,2023-11-09 14:56:17,Credit Card,6237.51
CUST189,2024-01-26 10:28:52,Credit Card,8211.24
CUST104,2025-07-20 19:56:19,Apple Pay,6502.1
CUST128,2024-08-07 14:35:23,Credit Card,3515.6
CUST158,2024-02-02 12:07:35,Credit Card,4756.4
CUST129,2023-03-27 03:28:25,Credit Card,15485.12
CUST184,2024-10-26 07:25:06,Credit Card,2921.6
CUST142,2024-07-10 07:09:27,Credit Card,3241.7
CUST108,2025-07-26 04:37:08,Afterpay,1270.5
CUST135,2025-07-26 22:18:56,Credit Card,5054.27
CUST165,2024-02-27 17:33:06,Credit Card,11312.4
CUST168,2025-02-11 02:02:29,Credit Card,5703.36
CUST103,2024-12-13 10:32:39,Credit Card,4237.2
CUST133,2025-02-26 21:36:34,Credit Card,8304.59
CUST133,2025-02-05 06:45:32,Credit Card,1414.6
CUST176,2024-10-04 20:39:44,Credit Card,5278.82
CUST193,2025-01-23 06:25:17,PayPal,6061.0
CUST155,2023-01-25 19:29:41,Debit Card,5607.27
CUST165,2024-05-19 15:58:09,Credit Card,4592.07
CUST173,2023-06-20 10:49:25,Credit Card,2109.8
CUST105,2025-01-28 03:50:13,PayPal,7034.5
CUST100,2024-09-22 17:41:14,Debit Card,8090.5
CUST168,2023-03-18 11:28:11,PayPal,16052.3
CUST194,2023-03-02 03:45:35,PayPal,13113.51
CUST125,2025-02-02 20:39:20,Credit Card,7638.4
CUST108,2024-08-05 00:59:48,Google Pay,3185.6
CUST142,2023-11-19 22:39:47,Debit Card,5769.9
CUST184,2024-10-01 04:07:40,Apple Pay,1843.6
CUST192,2024-06-11 03:17:47,Google Pay,8284.67
CUST164,2025-07-15 09:18:21,Credit Card,3559.6
CUST152,2024-01-18 06:14:51,Credit Card,6981.7
CUST189,2023-10-20 13:13:16,Credit Card,4717.96
CUST116,2024-07-24 11:31:14,Credit Card,1861.2
CUST185,2024-03-14 05:10:59,Google Pay,777.49
CUST186,2025-04-28 02:29:48,PayPal,6548.3
CUST122,2024-10-06 06:45:54,Debit Card,3604.04
CUST138,2023-03-03 09:42:57,Credit Card,9812.01
CUST100,2023-05-11 23:04:41,Credit Card,6298.3
CUST126,2025-06-14 17:50:00,Credit Card,8436.53
CUST174,2023-08-28 17:21:09,Debit Card,7994.9
CUST141,2025-07-20 15:41:16,Debit Card,13499.38
CUST156,2023-11-19 00:51:26,PayPal,8267.83
CUST165,2024-12-28 20:59:10,Debit Card,2960.53
CUST194,2024-03-30 17:03:08,Credit Card,1570.8
CUST110,2024-10-31 02:45:10,Credit Card,2533.33
CUST184,2024-12-18 01:15:51,Debit Card,3105.3
CUST142,2023-07-16 13:08:06,Credit Card,5923.21
CUST196,2025-01-07 05:04:24,Credit Card,4161.3
CUST139,2023-11-11 18:06:42,Credit Card,6234.41
CUST125,2025-04-12 07:44:53,Credit Card,2967.8
CUST105,2024-09-26 09:13:11,Credit Card,5039.93
CUST160,2025-03-02 05:27:03,Debit Card,3461.7
CUST198,2023-09-22 12:03:02,Credit Card,5063.28
CUST153,2024-12-07 22:30:33,Google Pay,4837.8
CUST173,2023-05-25 09:41:40,Credit Card,3089.24
CUST189,2024-06-22 17:24:44,Credit Card,3483.7
CUST151,2025-02-11 02:14:29,Credit Card,11132.18
CUST183,2023-05-02 22:31:57,PayPal,8381.11
CUST196,2023-02-16 03:37:02,Apple Pay,1585.95
CUST113,2025-01-28 08:05:16,PayPal,3625.6
CUST128,2023-02-21 00:19:37,Credit Card,1810.6
CUST189,2023-03-26 21:26:46,Debit Card,2967.8
CUST106,2024-01-08 21:54:45,Debit Card,2526.7
CUST115,2025-02-05 15:24:35,Debit Card,12935.12
CUST159,2025-03-17 17:05:54,PayPal,3514.5
CUST171,2025-02-05 01:36:06,Debit Card,3675.1
CUST196,2024-11-06 05:33:01,Google Pay,6702.17
CUST178,2024-03-11 15:13:48,Apple Pay,2148.3
CUST164,2023-08-14 01:01:34,Credit Card,2986.31
CUST170,2024-09-02 23:44:14,Credit Card,7286.4
CUST120,2023-12-09 02:58:43,PayPal,6649.5
CUST160,2024-02-23 11:36:34,Debit Card,4560.89
CUST196,2023-05-05 16:29:27,Credit Card,4847.7
CUST181,2024-02-21 23:51:08,Credit Card,6195.22
CUST199,2025-04-01 09:04:47,Debit Card,1152.65
CUST180,2024-02-10 12:02:41,Credit Card,3293.4
CUST156,2023-01-21 10:17:20,Credit Card,4837.8
CUST136,2023-12-21 04:44:17,Credit Card,6154.5
CUST142,2024-04-07 07:33:28,Credit Card,3956.7
CUST169,2024-02-25 19:27:39,Credit Card,3351.7
CUST119,2023-05-04 20:06:27,Credit Card,5922.4
CUST188,2023-04-19 22:40:12,Credit Card,11831.45
CUST127,2023-07-27 23:36:05,Credit Card,5292.99
CUST152,2023-11-24 11:34:46,Credit Card,6242.5
CUST159,2024-02-22 18:43:33,Credit Card,2412.3
CUST126,2023-09-21 08:02:24,Apple Pay,3258.97
CUST149,2024-02-25 14:44:47,Google Pay,4171.2
CUST174,2025-05-01 01:06:38,Google Pay,2617.04
CUST102,2024-06-01 10:08:42,Apple Pay,2651.17
CUST197,2024-06-21 02:43:47,Debit Card,1907.4
CUST161,2024-02-22 23:45:41,Credit Card,4954.4
CUST145,2024-08-31 02:00:58,Credit Card,2325.4
CUST149,2023-09-30 19:05:18,Apple Pay,3295.6
CUST153,2023-06-21 23:19:32,Debit Card,4219.6
CUST194,2024-02-09 04:20:01,Debit Card,6345.67
CUST177,2024-05-24 07:26:49,Google Pay,1812.8
CUST162,2024-07-07 23:15:56,Credit Card,1614.8
CUST155,2025-08-09 09:13:33,Debit Card,4339.5
CUST149,2023-08-11 18:51:48,Credit Card,15039.2
CUST186,2025-06-16 19:13:36,PayPal,4592.5
CUST192,2023-12-10 04:19:23,Credit Card,2307.8
CUST159,2023-09-03 23:04:28,Google Pay,2114.53
CUST179,2024-07-27 19:10:16,Debit Card,8411.7
CUST150,2024-12-28 17:04:10,Debit Card,1962.05
CUST184,2024-02-04 19:09:20,Credit Card,1489.8
CUST182,2024-11-22 20:31:54,Credit Card,9551.3
CUST159,2023-09-29 07:37:51,Credit Card,1922.8
CUST133,2025-08-28 09:45:03,Credit Card,18528.4
CUST127,2024-03-28 20:13:06,Debit Card,6822.2
CUST143,2024-08-23 08:08:44,PayPal,5535.2
CUST148,2023-05-15 18:05:16,Credit Card,9346.7
CUST153,2023-12-05 20:07:15,Credit Card,1216.86
CUST110,2024-11-29 00:54:12,Debit Card,8244.5
CUST195,2023-01-09 06:58:20,Debit Card,5755.58
CUST144,2024-02-18 20:52:11,Credit Card,1702.8
CUST108,2024-08-13 12:02:31,PayPal,5286.89
CUST183,2025-03-20 22:01:49,Credit Card,1947.35
CUST103,2025-07-26 22:07:13,Google Pay,10633.91
CUST125,2024-04-26 07:50:10,Apple Pay,3157.64
CUST179,2024-03-05 18:59:12,Credit Card,2912.8
CUST116,2024-01-07 21:29:12,Debit Card,8791.2
CUST114,2025-05-03 08:40:50,Debit Card,2197.8
CUST127,2023-03-09 19:43:44,Debit Card,2831.4
CUST132,2023-07-02 22:02:55,PayPal,7852.82
CUST121,2023-08-04 23:22:57,Debit Card,3295.6
CUST195,2025-08-23 07:16:29,PayPal,3924.8
CUST199,2025-07-13 08:06:19,Apple Pay,2724.46
CUST139,2025-07-21 09:56:16,Credit Card,10064.41
CUST103,2023-03-02 04:29:08,Google Pay,3849.41
CUST173,2025-08-20 23:10:26,PayPal,2272.6
CUST148,2023-09-23 20:38:54,Credit Card,3702.6
CUST191,2024-06-05 12:12:27,Credit Card,9958.3
CUST175,2025-02-25 00:19:41,PayPal,6484.32
CUST180,2025-01-04 22:27:24,Credit Card,616.0
CUST189,2025-07-07 16:09:18,PayPal,2766.5
CUST187,2023-01-16 12:45:15,Debit Card,4809.2
CUST115,2025-08-03 12:10:34,PayPal,7338.07
CUST172,2025-06-23 22:34:21,PayPal,6516.22
CUST144,2023-03-01 19:11:04,Debit Card,8744.06
CUST184,2024-05-18 07:30:09,Credit Card,5790.13
CUST164,2023-02-09 00:09:46,Debit Card,7473.4
CUST101,2025-02-23 11:18:46,Apple Pay,1812.8
CUST162,2025-07-12 03:10:52,Credit Card,3855.75
CUST146,2024-11-11 23:45:34,Debit Card,5736.5
CUST158,2023-09-03 12:45:27,PayPal,2709.05
CUST155,2023-10-19 22:36:04,Credit Card,2436.5
CUST166,2024-01-25 09:28:09,Afterpay,2306.7
CUST134,2023-04-23 18:38:36,Debit Card,4656.3
CUST168,2023-08-27 10:37:41,PayPal,2924.9
CUST159,2024-09-29 13:24:51,Credit Card,762.3
CUST193,2023-11-21 04:25:48,Debit Card,3515.6
CUST141,2023-09-03 22:46:37,Apple Pay,2197.8
CUST111,2024-08-08 18:42:37,Credit Card,6339.61
CUST157,2025-01-26 11:32:47,Credit Card,6629.46
CUST159,2023-08-21 12:15:05,Debit Card,8780.41
CUST185,2023-05-27 13:33:44,Credit Card,864.6
CUST103,2023-02-20 06:39:35,Debit Card,10398.3
CUST141,2023-11-12 18:51:30,Credit Card,5579.2
CUST127,2024-03-20 14:15:57,Credit Card,3865.4
CUST133,2024-09-11 01:56:47,Credit Card,7586.7
CUST176,2024-06-09 19:00:04,PayPal,5757.4
CUST135,2025-05-24 15:47:33,Debit Card,9642.08
CUST166,2023-11-01 14:19:16,Google Pay,11716.96
CUST110,2024-06-13 21:25:16,Credit Card,9226.68
CUST152,2023-11-20 04:10:30,Debit Card,1027.51
CUST197,2024-06-28 19:32:33,Credit Card,3688.34
CUST160,2025-08-25 00:30:40,Debit Card,5056.7
CUST162,2023-02-02 21:50:08,Credit Card,3722.16
CUST102,2025-07-06 05:59:36,Credit Card,3651.76
CUST128,2023-04-12 18:04:35,Credit Card,5349.1
CUST131,2024-12-08 15:35:48,Credit Card,7133.2
CUST174,2023-08-29 14:15:28,Credit Card,2417.8
CUST170,2025-01-20 11:07:18,Debit Card,1843.6
CUST154,2024-03-31 10:23:05,Afterpay,4924.27
CUST170,2025-08-15 10:26:59,Credit Card,2738.66
CUST189,2024-08-12 02:14:00,Debit Card,3970.23
CUST139,2023-06-29 23:01:49,Credit Card,4415.84
CUST115,2023-10-06 21:14:33,PayPal,2939.53
CUST140,2023-10-29 22:26:36,Credit Card,13226.39
CUST168,2023-11-16 10:10:38,Afterpay,2947.67
CUST188,2023-03-31 17:47:33,Credit Card,5748.6
CUST127,2023-04-09 22:35:55,PayPal,5728.22
CUST135,2024-05-21 15:49:59,PayPal,2360.6
CUST197,2024-04-17 03:58:46,Debit Card,6044.5
CUST136,2023-05-31 07:12:57,Afterpay,2142.8
CUST124,2023-06-11 09:29:21,Credit Card,3096.34
CUST146,2025-01-27 19:14:14,Credit Card,4960.89
CUST101,2023-08-20 01:28:34,PayPal,3846.7
CUST116,2024-05-23 11:15:42,Credit Card,1064.8
CUST106,2023-03-21 06:27:41,Debit Card,2103.31
CUST189,2025-06-12 16:46:03,Google Pay,6667.93
CUST181,2023-01-18 19:04:18,Apple Pay,4066.7
CUST162,2023-06-09 15:25:49,Credit Card,7990.64
CUST101,2023-08-24 13:18:24,Debit Card,4288.37
CUST160,2023-05-07 03:43:42,Debit Card,2824.8
CUST143,2023-06-18 12:08:18,Credit Card,8665.34
CUST106,2023-07-11 02:58:47,Credit Card,3468.06
CUST161,2024-07-23 02:49:10,Credit Card,10874.13
CUST108,2023-11-13 18:00:38,Credit Card,6836.97
CUST109,2023-06-09 23:17:07,Debit Card,6737.07
CUST187,2025-06-18 12:27:40,Credit Card,9573.16
CUST119,2023-03-11 22:52:20,Apple Pay,7090.6
CUST138,2024-08-12 18:44:59,Credit Card,5657.87
CUST131,2024-04-07 11:43:25,Credit Card,5606.7
CUST197,2023-02-12 09:54:14,Credit Card,1568.19
CUST176,2024-09-24 16:14:05,PayPal,7144.29
CUST128,2024-11-04 12:15:37,PayPal,3598.1
CUST148,2024-11-07 11:22:14,Debit Card,1511.4
CUST156,2023-12-26 23:11:47,Credit Card,5914.59
CUST175,2025-04-12 04:44:01,Afterpay,1172.68
CUST139,2025-06-09 13:31:33,Debit Card,3163.26
CUST107,2024-01-18 13:22:15,Debit Card,2637.8
CUST194,2024-08-18 06:47:18,Credit Card,2367.59
CUST197,2023-08-26 04:22:30,Credit Card,7633.08
CUST127,2024-12-21 15:14:06,Credit Card,3195.35
CUST110,2023-11-18 21:27:38,Credit Card,9969.27
CUST122,2024-02-20 19:53:26,Debit Card,8573.86
CUST120,2024-07-23 20:59:36,Credit Card,2728.92
CUST157,2024-10-25 02:27:33,PayPal,2142.8
CUST160,2024-09-03 06:23:16,Credit Card,7709.34
CUST129,2023-12-09 18:21:13,Credit Card,1779.05
CUST136,2025-06-07 09:13:54,PayPal,7536.98
CUST158,2023-12-21 03:36:38,Credit Card,11925.1
CUST129,2023-11-25 13:06:35,Google Pay,1667.6
CUST180,2025-07-16 13:21:34,Debit Card,5176.49
CUST125,2025-08-03 12:24:32,Credit Card,1515.71
CUST169,2024-08-18 13:01:19,Credit Card,7001.69
CUST119,2024-12-10 01:07:54,Google Pay,8135.6
CUST118,2023-07-24 20:55:43,Credit Card,3384.7
CUST121,2025-06-03 14:07:45,PayPal,3074.5
CUST176,2024-01-25 06:29:00,PayPal,9015.6
CUST172,2023-05-17 07:15:56,Google Pay,4926.91
CUST156,2025-04-21 16:53:52,Credit Card,1537.8
CUST188,2023-08-18 17:51:00,Credit Card,11464.27
CUST151,2025-08-04 03:06:01,Google Pay,6080.81
CUST164,2025-08-09 23:06:10,Debit Card,11193.96
CUST156,2023-06-23 17:01:02,Credit Card,7431.24
CUST105,2025-02-18 08:11:22,Google Pay,25264.89
CUST194,2023-03-07 13:34:59,Credit Card,228.8
CUST132,2023-11-10 09:48:40,Credit Card,2010.01
CUST129,2023-10-07 21:46:59,Afterpay,3141.13
CUST173,2023-06-26 05:59:05,Debit Card,5240.4
CUST102,2023-09-07 16:09:20,Afterpay,7350.72
CUST186,2024-12-08 14:51:30,Apple Pay,1481.7
CUST173,2024-01-17 08:58:37,Credit Card,6831.56
CUST196,2023-04-11 01:27:41,Credit Card,8491.69
CUST166,2024-02-19 15:38:15,PayPal,8857.88
CUST135,2024-12-23 01:49:31,Credit Card,8903.4
CUST174,2024-03-08 14:42:34,Credit Card,5645.33
CUST162,2023-05-05 01:11:44,Afterpay,2428.89
CUST160,2023-11-13 04:43:32,Credit Card,7633.85
CUST142,2024-01-08 09:08:56,Credit Card,1534.19
CUST113,2024-10-08 15:00:47,Apple Pay,17485.6
CUST142,2024-05-29 22:52:09,Credit Card,8401.92
CUST163,2025-03-10 06:41:14,Credit Card,9387.33
CUST151,2024-04-26 08:14:29,Apple Pay,14017.3
CUST170,2024-05-12 16:17:55,Credit Card,9665.7
CUST111,2023-09-08 09:48:59,Credit Card,13358.4
CUST141,2024-12-14 09:30:42,Credit Card,4725.6
CUST198,2023-01-20 12:18:05,Credit Card,2272.6
CUST165,2024-09-02 06:07:33,Apple Pay,7000.63
CUST100,2023-07-05 18:35:43,PayPal,9881.41
CUST169,2025-08-03 17:23:38,Debit Card,3077.8
CUST106,2023-07-20 01:33:06,Credit Card,1162.7
CUST146,2024-04-10 15:26:46,Debit Card,5532.26
CUST163,2024-10-23 06:28:41,Debit Card,1832.33
CUST197,2024-08-13 02:48:40,Credit Card,3174.77
CUST134,2023-10-09 09:57:41,Debit Card,6705.6
CUST136,2023-06-09 12:26:06,Credit Card,2691.7
CUST189,2023-06-15 13:43:47,Debit Card,1612.6
CUST103,2024-08-07 18:34:38,Afterpay,9783.4
CUST177,2024-04-25 01:11:56,PayPal,5118.31
CUST190,2023-08-18 08:34:33,Credit Card,10532.77
CUST170,2023-09-08 16:41:38,Credit Card,9123.4
CUST152,2024-04-26 06:34:13,Credit Card,3187.8
CUST114,2025-02-14 02:07:56,Debit Card,7425.15
CUST115,2024-08-10 15:40:23,Debit Card,4579.3
CUST119,2024-07-05 22:40:20,Debit Card,2245.51
CUST191,2023-01-24 18:23:18,Credit Card,4151.91
CUST190,2023-12-09 10:33:55,Credit Card,3088.8
CUST161,2024-01-26 18:57:28,Afterpay,3077.8
CUST131,2025-03-06 15:03:09,Debit Card,2919.4
CUST118,2025-04-26 07:06:05,Credit Card,7453.6
CUST176,2025-02-25 10:38:27,Debit Card,6450.4
CUST117,2024-08-12 07:38:52,Apple Pay,1586.97
